sku,opc,queue_id,state_when_reported
665898808819,,,Awaiting OnBuy go-live (created earlier - listing not yet up
692023892429,,,Awaiting OnBuy go-live (created earlier - listing not yet up
692304625340,,,Awaiting OnBuy go-live (created earlier - listing not yet up
692340166166,,,Awaiting OnBuy go-live (created earlier - listing not yet up
693458976654,,,Awaiting OnBuy go-live (created earlier - listing not yet up
696256445353,,,Awaiting OnBuy go-live (created earlier - listing not yet up
697560112108,,,Awaiting OnBuy go-live (created earlier - listing not yet up
697771179389,,,Awaiting OnBuy go-live (created earlier - listing not yet up
709331836134,PXS2TT6,6a7d78df3e2feb990509dd78,Synced
1234569878698,PMC27B2,6a7ec89959445eeecf0fcd68,Awaiting OnBuy go-live (created earlier - listing not yet up
764518709991,PXSQ6FX,6a81b4c798d0efb3da0e7e24,Awaiting OnBuy go-live (created earlier - listing not yet up
786316950429,PXX6RYS,6a8404aea31855079d008b4f,Awaiting OnBuy go-live (created earlier - listing not yet up
887694565240,PY5J988,6a930c955d14d8b24c0f1db6,Awaiting OnBuy go-live (created earlier - listing not yet up
894393425829,,,Awaiting OnBuy go-live (created earlier - listing not yet up
908317922094,PY6DZ2M,6a96ff7aacbbd8393001aff3,Awaiting OnBuy go-live (created earlier - listing not yet up
